PROBEID	CHRO	BASEPOS	VALUE
ID_1429_4655	6	145704330	0.0267
ID_1430_4283	6	146748150	-0.0256
ID_1431_838	6	147841510	-0.0357
ID_1432_4436	6	149205457	0.0446
ID_1433_4815	6	150199647	-0.0453
ID_1434_1128	6	151242503	-0.0411
ID_1435_2420	6	152135569	0.0244
ID_1436_173	6	152420174	-0.0448
ID_1437_2024	6	152428467	-0.0106
ID_1438_168	6	153090147	-0.0675
ID_1439_1298	6	154231506	-0.0149
ID_1440_1440	6	157043595	-0.0497
ID_1441_5020	6	158733248	-0.0392
ID_1442_2872	6	160057847	0.0185
ID_1443_2997	6	160071974	-0.0945
ID_1444_2244	6	160073393	-0.0810
ID_1445_2158	6	160193841	-0.0421
ID_1446_2192	6	160227349	-0.0961
ID_1447_1288	6	161914237	-0.1769
ID_1448_53	6	162953719	-0.1576
ID_1449_4930	6	164051959	-0.0639
ID_1450_4782	6	165103991	-0.0945
ID_1451_4468	6	166125649	-0.0642
ID_1452_4908	6	167118554	-0.0593
ID_1453_2706	6	168030200	-0.1501
ID_1454_2652	6	168096544	-0.0923
ID_1455_4399	6	169368148	0.1054
ID_1456_5514	6	169838126	-0.1397
ID_1457_5202	6	169958622	-0.0886
ID_1458_5593	6	169958229	-0.0473
ID_1459_5822	6	170223061	-0.0779
ID_1460_5612	6	170315586	0.0767
ID_1461_5744	6	170385678	0.0657
ID_1462_393	6	170467840	-0.0994
ID_1463_5748	6	170540599	-0.1393
ID_1464_5667	6	170639097	0.0277
ID_1465_30	6	170701330	-0.0778
ID_1466_5729	7	196013	0.0727
ID_1467_5642	7	262507	0.1712
ID_1468_5869	7	676915	0.1168
ID_1469_5690	7	669442	0.1616
ID_1470_5779	7	792192	0.0662
ID_1471_5880	7	862439	0.1530
ID_1472_5752	7	909945	0.2179
ID_1473_5710	7	1017877	0.2299
ID_1474_5755	7	1095986	0.2570
ID_1475_2601	7	1886531	0.2522
ID_1476_2582	7	2085366	-0.0327
ID_1477_912	7	2871659	-0.0112
ID_1478_905	7	3894117	0.0446
ID_1479_4584	7	5393017	0.1622
ID_1480_1332	7	7275901	0.0968
ID_1481_1178	7	7847820	-0.0350
ID_1482_4123	7	9051857	0.0133
ID_1483_4396	7	10163150	-0.0045
ID_1484_4179	7	11638744	-0.0389
ID_1485_4818	7	12930952	0.0189
ID_1486_445	7	13927707	0.0227
ID_1487_1207	7	14113920	-0.0696
ID_1488_980	7	15645466	0.0240
ID_1489_4486	7	17274734	-0.1260
ID_1490_207	7	18673857	-0.1418
ID_1491_208	7	19446253	-0.2141
ID_1492_356	7	19935395	-0.1518
ID_1493_4505	7	21294593	-0.1261
ID_1494_623	7	22715904	-0.0754
ID_1495_4857	7	23767475	-0.0690
ID_1496_5804	7	24774103	-0.1424
ID_1497_1215	7	24878434	-0.1820
ID_1498_886	7	26493778	0.0210
ID_1499_672	7	27190670	0.0313
ID_1500_4100	7	28656783	-0.0702
ID_1501_448	7	29564584	-0.0465
ID_1502_1172	7	30021048	-0.0162
ID_1503_515	7	31804925	-0.0459
ID_1504_1329	7	31804915	0.0194
ID_1505_4833	7	33439495	-0.0889
ID_1506_246	7	34896747	-0.2410
ID_1507_1103	7	35872418	0.0298
ID_1508_72	7	36311278	-0.1437
ID_1509_2800	7	38308689	-0.1825
ID_1510_2549	7	38321595	-0.0845
ID_1511_5040	7	40026525	-0.0014
ID_1512_1205	7	41409332	-0.1946
ID_1513_13	7	42021697	-0.1119
ID_1514_993	7	43356528	-0.1770
ID_1515_1519	7	44151715	-0.0968
ID_1516_489	7	44450249	-0.0660
ID_1517_107	7	44502874	-0.1266
ID_1518_1522	7	45124083	-0.0455
ID_1519_684	7	46104429	-0.0476
ID_1520_2660	7	47998423	-0.0578
ID_1521_2931	7	48074243	-0.0811
ID_1522_1425	7	49470687	-0.1842
ID_1523_2021	7	50573729	-0.1748
ID_1524_866	7	50681752	-0.1515
ID_1525_2452	7	50709839	0.0128
ID_1526_2543	7	50744779	-0.0900
ID_1527_105	7	51375309	-0.1084
ID_1528_1034	7	51858135	-0.2221
ID_1529_4154	7	53072387	-0.1266
ID_1530_4786	7	54130712	-0.0152
ID_1531_839	7	55052039	0.0331
ID_1532_2	7	55301443	0.0685
ID_1533_2164	7	55966379	0.0703
ID_1534_5289	7	55991781	-0.0250
ID_1535_283	7	56089656	0.0522
ID_1536_5164	7	59775405	-0.2030
ID_1537_5029	7	57354836	-0.0033
ID_1538_5251	7	62285949	-0.1090
ID_1539_5104	7	62345332	-0.2615
ID_1540_4058	7	62382172	-0.1460
ID_1541_4249	7	62513512	-0.1496
ID_1542_4181	7	63483036	-0.0175
ID_1543_4231	7	64388868	0.0503
ID_1544_203	7	65609038	-0.0749
ID_1545_667	7	65610785	-0.0327
ID_1546_949	7	66344088	-0.2174
ID_1547_478	7	68033327	-0.0516
ID_1548_4122	7	69552019	-0.1091
ID_1549_1179	7	70939490	-0.1899
ID_1550_4046	7	71948404	-0.1875
ID_1551_2071	7	72070576	-0.1241
ID_1552_5045	7	73418747	-0.2212
ID_1553_5236	7	72440930	-0.0986
ID_1554_5908	7	73049741	-0.0434
ID_1555_5907	7	73160145	-0.0307
ID_1556_5928	7	73192447	-0.1103
ID_1557_2250	7	73281126	-0.0620
ID_1558_2305	7	73344858	-0.0060
ID_1559_2658	7	74735406	-0.1994
ID_1560_2574	7	74904520	-0.2230
ID_1561_2008	7	75059459	-0.0969
ID_1562_1022	7	75422308	-0.0673
ID_1563_5617	7	75422298	-0.0800
ID_1564_696	7	76441126	-0.2305
ID_1565_2269	7	76445826	-0.0261
ID_1566_4667	7	77864780	-0.0409
ID_1567_4561	7	78988844	-0.0025
ID_1568_4266	7	80117317	-0.0878
ID_1569_4650	7	81422403	-0.0751
ID_1570_813	7	82481948	-0.0910
ID_1571_5072	7	84005414	-0.0622
ID_1572_4130	7	85425883	-0.0818
ID_1573_1418	7	86523045	-0.1619
ID_1574_2933	7	86911649	-0.1459
ID_1575_4628	7	87850281	-0.1099
ID_1576_4171	7	88888700	-0.0640
ID_1577_879	7	90103370	-0.0808
ID_1578_1575	7	91619559	-0.1151
ID_1579_2475	7	91926625	-0.1191
ID_1580_2952	7	91928266	-0.0655
ID_1581_10	7	92722144	-0.0386
ID_1582_1095	7	93574716	-0.1266
ID_1583_546	7	93835813	-0.1274
ID_1584_586	7	95459733	-0.1003
ID_1585_1551	7	95841632	-0.2010
ID_1586_1506	7	95984913	-0.1891
ID_1587_143	7	98390529	-0.0991
ID_1588_2629	7	98459510	-0.1153
ID_1589_2521	7	98473928	-0.1017
ID_1590_1272	7	98876315	-0.0289
ID_1591_2577	7	99478364	-0.0646
ID_1592_2284	7	99681082	-0.0259
ID_1593_2889	7	99684573	-0.1795
ID_1594_2245	7	100258599	0.2624
ID_1595_3029	7	100443902	-0.0012
ID_1596_2353	7	100543655	0.0855
ID_1597_1580	7	100630855	0.0502
ID_1598_2469	7	101715483	0.1212
ID_1599_310	7	103519720	0.1048
ID_1600_1015	7	103985053	0.0346
ID_1601_4426	7	105216008	0.1727
ID_1602_2554	7	105291329	0.1124
ID_1603_1269	7	106336616	0.0258
ID_1604_2172	7	107246127	0.1591
ID_1605_2876	7	107260412	0.1687
ID_1606_320	7	107422224	-0.0044
ID_1607_716	7	108105234	0.1690
ID_1608_4420	7	109313055	-0.0124
ID_1609_4404	7	110564367	0.1374
ID_1610_4798	7	111886164	0.1690
ID_1611_5048	7	113034464	-0.0027
ID_1612_801	7	114113911	-0.0997
ID_1613_3011	7	115649591	0.0431
ID_1614_2981	7	115689922	0.0045
ID_1615_5330	7	116139762	0.1016
ID_1616_634	7	116212774	-0.0073
ID_1617_1064	7	116622458	-0.0272
ID_1618_2687	7	116628843	-0.0226
ID_1619_1287	7	117577869	-0.0211
ID_1620_4814	7	118999943	0.0802
ID_1621_4189	7	120435321	0.0833
ID_1622_1081	7	121355094	0.1244
ID_1623_5019	7	122565292	0.0984
ID_1624_4728	7	123816893	0.1268
ID_1625_4279	7	124991762	0.2041
ID_1626_415	7	126167371	0.1335
ID_1627_735	7	127377894	0.0906
ID_1628_2253	7	127687228	0.1287
ID_1629_2626	7	128213260	0.0893
ID_1630_1430	7	128334047	0.2076
ID_1631_327	7	128427970	0.0977
ID_1632_2648	7	128646231	0.3196
ID_1633_883	7	129384294	0.1530
ID_1634_4538	7	130844524	0.0525
ID_1635_222	7	132050171	-0.0101
ID_1636_1248	7	132079294	-0.0733
ID_1637_737	7	133179944	-0.0189
ID_1638_1295	7	133304355	-0.0556
ID_1639_94	7	133756929	-0.0511
ID_1640_258	7	134796444	-0.0068
ID_1641_4299	7	135811594	0.0292
ID_1642_4854	7	136957736	-0.0478
ID_1643_1588	7	137848996	0.1471
ID_1644_2445	7	137952733	0.0883
ID_1645_4770	7	138932395	0.0316
ID_1646_1132	7	139988374	-0.0397
ID_1647_682	7	141899417	0.0752
ID_1648_2043	7	142339983	0.1187
ID_1649_2524	7	142673540	0.0255
ID_1650_2686	7	142808614	-0.0030
ID_1651_102	7	143260207	0.0851
ID_1652_387	7	143571637	0.0029
ID_1653_4063	7	145198772	-0.0072
ID_1654_1386	7	146556190	-0.0006
ID_1655_1033	7	148593516	0.0568
ID_1656_4525	7	149731023	0.1044
ID_1657_2957	7	150750154	0.0810
ID_1658_2993	7	150887779	0.0299
ID_1659_5274	7	152012928	-0.0982
ID_1660_4042	7	153185287	-0.0588
ID_1661_5233	7	153282701	-0.0832
ID_1662_1239	7	154243662	0.0695
ID_1663_47	7	155037082	0.1132
ID_1664_554	7	155279328	0.0785
ID_1665_1138	7	156121598	-0.0243
ID_1666_274	7	157329765	0.1417
ID_1667_5637	7	157863989	0.0521
ID_1668_5127	7	157904001	0.1721
ID_1669_5599	7	158000350	0.0208
ID_1670_5686	7	158020413	0.0894
ID_1671_5787	7	158128909	0.1593
ID_1672_5166	7	158142345	0.0135
ID_1673_5731	7	158188155	0.0523
ID_1674_5849	7	158221172	0.0406
ID_1675_5611	7	158311231	0.0810
ID_1676_5564	7	158376527	-0.0081
ID_1677_5601	7	158490951	0.1005
ID_1678_5604	7	158578426	0.0637
ID_1679_2130	7	158612016	0.2272
ID_1680_2714	7	158669972	0.0194
ID_1681_670	8	301689	-0.1855
ID_1682_252	8	375555	-0.1473
ID_1683_5602	8	487521	-0.0448
ID_1684_5831	8	596879	-0.1234
ID_1685_5579	8	758464	-0.1387
ID_1686_5769	8	867084	-0.0432
ID_1687_5643	8	966061	-0.0858
ID_1688_923	8	1362728	-0.0884
ID_1689_4563	8	2805164	-0.0939
ID_1690_4464	8	4161971	-0.1270
ID_1691_809	8	5315336	-0.2396
ID_1692_4738	8	6604277	0.0199
ID_1693_4589	8	7377634	0.0638
ID_1694_1113	8	8643514	-0.0250
ID_1695_2856	8	8652319	0.0183
ID_1696_4571	8	10270350	-0.0738
ID_1697_5303	8	11705591	-0.0829
ID_1698_477	8	11695866	-0.1476
ID_1699_2465	8	12985639	-0.1076
ID_1700_2441	8	13029532	0.0033
ID_1701_4268	8	15670365	-0.1429
ID_1702_1271	8	16742064	-0.0876
ID_1703_85	8	17544846	-0.0076
ID_1704_2360	8	18131917	-0.0926
ID_1705_2254	8	18312947	-0.0667
ID_1706_91	8	19692664	-0.1307
ID_1707_4191	8	20757886	-0.2573
ID_1708_1396	8	21824606	-0.0629
ID_1709_2534	8	21975548	-0.0821
ID_1710_2203	8	22921781	-0.0550
ID_1711_2196	8	22933037	-0.0114
ID_1712_3015	8	22998812	-0.1512
ID_1713_2902	8	23204983	-0.0374
ID_1714_2755	8	23626832	-0.1156
ID_1715_2635	8	23632302	-0.0931
ID_1716_936	8	25329965	-0.1233
ID_1717_4802	8	26549652	0.0197
ID_1718_1158	8	28594458	-0.1011
ID_1719_372	8	28669123	0.0038
ID_1720_1555	8	30115872	0.0231
ID_1721_2034	8	31100565	0.0836
ID_1722_824	8	31789934	-0.0843
ID_1723_4175	8	32879523	-0.0751
ID_1724_4784	8	34224399	0.0039
ID_1725_5076	8	35172654	-0.1395
ID_1726_4919	8	36293586	-0.0429
ID_1727_4599	8	37168286	0.0642
ID_1728_2994	8	38383420	-0.0563
ID_1729_43	8	38450464	-0.0362
ID_1730_2087	8	38854309	0.0711
ID_1731_1013	8	40250539	-0.1140
ID_1732_543	8	42067461	0.0637
ID_1733_2458	8	42226678	0.0691
ID_1734_770	8	42246203	0.1282
ID_1735_2496	8	42305386	-0.1771
ID_1736_1310	8	42392143	0.1330
ID_1737_2483	8	42903828	0.0314
ID_1738_846	8	43353487	0.0025
ID_1739_2615	8	47993222	0.0234
ID_1740_2783	8	48027563	0.0132
ID_1741_2413	8	48777747	0.0352
ID_1742_2625	8	48817188	0.0210
ID_1743_2155	8	49008104	0.0526
ID_1744_1283	8	49526136	0.0002
ID_1745_2165	8	49985935	0.1738
ID_1746_2746	8	50038885	-0.0801
ID_1747_5023	8	51155730	0.1113
ID_1748_5067	8	52441101	0.0321
ID_1749_4113	8	53259343	0.0253
ID_1750_4840	8	54270614	0.1197
ID_1751_4959	8	55516636	0.0222
ID_1752_1026	8	56472748	-0.0387
ID_1753_338	8	57003807	0.0629
ID_1754_2905	8	57188379	0.1325
ID_1755_2566	8	57201040	0.1679
ID_1756_2300	8	57228679	0.1903
ID_1757_1293	8	58578424	0.0117
ID_1758_4212	8	61001796	-0.0543
ID_1759_4016	8	61910726	0.0594
ID_1760_4537	8	63026881	-0.1283
ID_1761_4078	8	64099372	-0.1608
ID_1762_4051	8	65099689	0.0469
ID_1763_4923	8	66286728	-0.0258
ID_1764_4410	8	67499448	0.0654
ID_1765_4800	8	68393625	0.0231
ID_1766_932	8	69511110	0.0198
ID_1767_896	8	70564121	0.0078
ID_1768_5059	8	72124383	-0.0360
ID_1769_4075	8	73447764	0.0782
ID_1770_1399	8	74539121	0.0131
ID_1771_4208	8	75872725	-0.0766
ID_1772_4850	8	76789784	0.0910
ID_1773_4993	8	77809962	0.0409
ID_1774_4659	8	78993928	0.0704
ID_1775_668	8	79881497	-0.0013
ID_1776_1403	8	81505192	-0.0373
ID_1777_191	8	82524284	0.0471
ID_1778_4269	8	84892705	0.1735
ID_1779_4680	8	85799169	0.1401
ID_1780_4677	8	87014475	0.1246
ID_1781_5174	8	88116445	0.1028
ID_1782_4133	8	88130700	0.1197
ID_1783_117	8	89045659	0.0339
ID_1784_2711	8	91011385	0.1189
ID_1785_2702	8	91072376	0.0704
ID_1786_301	8	91080281	0.0936
ID_1787_1131	8	91476717	-0.0145
ID_1788_2248	8	93128096	0.2197
ID_1789_4012	8	94353719	0.0795
ID_1790_2837	8	95476460	0.0711
ID_1791_2340	8	95532242	0.0732
ID_1792_945	8	96440032	0.0099
ID_1793_4401	8	97559096	0.1828
ID_1794_4950	8	98340338	0.1057
ID_1795_4294	8	98755405	0.0179
ID_1796_4470	8	99569700	0.1322
ID_1797_4428	8	100571328	0.0016
ID_1798_4220	8	101570196	0.2051
ID_1799_505	8	102566350	0.2944
ID_1800_1052	8	103649682	0.2023
ID_1801_4583	8	103815856	0.2663
ID_1802_4490	8	104981776	0.3562
ID_1803_4479	8	106000725	0.3662
ID_1804_4272	8	107246742	0.1202
ID_1805_1364	8	108110972	0.2133
ID_1806_55	8	108981022	0.1489
ID_1807_2708	8	109280981	0.1227
ID_1808_3000	8	109340887	0.1991
ID_1809_4089	8	110506298	0.2272
ID_1810_4870	8	111720408	0.1860
ID_1811_5021	8	112824776	0.2910
ID_1812_5010	8	113703859	0.1425
ID_1813_4073	8	114810268	0.1598
ID_1814_4258	8	115889254	0.1205
ID_1815_1394	8	116982666	0.2944
ID_1816_4296	8	118354143	0.2139
ID_1817_627	8	119175222	0.1428
ID_1818_1437	8	119430854	0.2103
ID_1819_775	8	120547004	0.0720
ID_1820_2659	8	121567078	0.2524
ID_1821_926	8	122419180	0.2551
ID_1822_5030	8	124020342	0.4458
ID_1823_2645	8	125529706	0.1735
ID_1824_4824	8	126988884	0.3488
ID_1825_939	8	128152027	0.4492
ID_1826_2846	8	128838783	0.2719
ID_1827_4398	8	130062677	0.1925
ID_1828_1433	8	131375580	0.3114
ID_1829_4829	8	132833360	0.2713
ID_1830_5269	8	133548920	0.2476
ID_1831_318	8	134063973	0.3370
ID_1832_359	8	134294737	0.2957
ID_1833_2368	8	134323353	0.0441
ID_1834_21	8	134389845	0.2611
ID_1835_2598	8	134392716	0.2938
ID_1836_1229	8	134592326	0.3158
ID_1837_1106	8	136318883	0.2440
ID_1838_4380	8	137800864	0.3210
ID_1839_251	8	140004248	0.1933
ID_1840_2665	8	141620679	0.2612
ID_1841_4223	8	142967191	0.2122
ID_1842_2493	8	143809876	0.0867
ID_1843_2813	8	143883352	0.2456
ID_1844_2978	8	143948791	0.2289
ID_1845_1284	8	144700586	0.5165
ID_1846_5537	8	145246419	0.2958
ID_1847_5661	8	145341512	0.2892
ID_1848_5576	8	145482427	0.3557
ID_1849_5864	8	145557854	0.3061
ID_1850_5267	8	145542839	0.3637
ID_1851_5868	8	145539525	0.4331
ID_1852_5242	8	145704510	0.4052
ID_1853_607	8	145704180	0.3220
ID_1854_5830	8	145796957	0.2810
ID_1855_5622	8	145940363	0.1294
ID_1856_5515	8	146077487	0.1795
ID_1857_2748	8	146160287	0.1235
ID_1858_5763	8	146173569	0.1164
ID_1859_2811	9	222727	-0.0867
ID_1860_2213	9	288857	0.0242
ID_1861_2135	9	303525	-0.0510
ID_1862_2768	9	331306	-0.1305
ID_1863_2344	9	379587	-0.1166
ID_1864_5566	9	490789	-0.0434
ID_1865_5569	9	570763	-0.1750
ID_1866_5580	9	679091	-0.1229
ID_1867_63	9	722945	-0.2014
ID_1868_5786	9	773625	-0.1368
ID_1869_5825	9	861257	-0.0908
ID_1870_5884	9	975714	-0.1651
ID_1871_1520	9	1020099	-0.1052
ID_1872_1008	9	2573853	-0.1579
ID_1873_1190	9	4657468	-0.1455
ID_1874_434	9	5074168	-0.0579
ID_1875_4250	9	6151017	-0.1167
ID_1876_2504	9	7202873	0.1766
ID_1877_4811	9	8528982	-0.1043
ID_1878_4795	9	10349262	-0.0662
ID_1879_4351	9	11442648	-0.0391
ID_1880_994	9	12473854	-0.2066
ID_1881_5623	9	14369721	-0.1530
ID_1882_1228	9	14459397	-0.0354
ID_1883_4639	9	15712168	0.0458
ID_1884_4247	9	16675979	-0.1188
ID_1885_957	9	17629479	-0.2133
ID_1886_4222	9	17737511	-0.1199
ID_1887_4611	9	18914443	-0.0776
ID_1888_931	9	20038892	-0.1321
ID_1889_2924	9	20512845	-0.1116
ID_1890_1324	9	20541550	-0.0052
ID_1891_4214	9	21791420	-0.1949
ID_1892_4729	9	22784006	-0.1435
ID_1893_1099	9	23788285	-0.1298
ID_1894_4721	9	25060248	-0.1320
ID_1895_873	9	26270107	-0.0859
ID_1896_2572	9	27076494	-0.0396
ID_1897_2538	9	27201192	0.0019
ID_1898_285	9	27234278	0.0377
ID_1899_851	9	29246068	0.0114
ID_1900_4918	9	30356480	0.0344
ID_1901_4440	9	31393887	-0.0120
ID_1902_2014	9	32432550	-0.0411
ID_1903_2669	9	33227106	-0.0328
ID_1904_1220	9	33834616	-0.0736
ID_1905_2335	9	34293103	0.0709
ID_1906_2048	9	34303660	0.0610
ID_1907_2942	9	34685077	-0.0058
ID_1908_5281	9	35083161	-0.0652
ID_1909_410	9	35150508	0.0536
ID_1910_3035	9	35664933	0.0046
ID_1911_2199	9	35733124	0.0437
ID_1912_1224	9	36143576	0.0895
ID_1913_2425	9	36788855	0.0112
ID_1914_2460	9	36920350	0.0564
ID_1915_1417	9	37689229	0.0184
ID_1916_2112	9	38642508	0.1226
ID_1917_4688	9	43617847	0.0598
ID_1918_892	9	66280819	-0.0933
ID_1919_991	9	71120792	0.0055
ID_1920_1076	9	72839125	0.1323
ID_1921_332	9	74787045	-0.0669
ID_1922_908	9	76528375	-0.0054
ID_1923_278	9	76885710	-0.0398
ID_1924_918	9	78607366	-0.0492
ID_1925_4826	9	80133454	0.0194
ID_1926_4105	9	80845068	0.0600
ID_1927_1119	9	81357471	-0.0331
ID_1928_4312	9	82896489	-0.0052
ID_1929_817	9	84297474	-0.0480
ID_1930_1073	9	85820650	0.0286
ID_1931_2341	9	86591473	0.0177
ID_1932_2676	9	86860142	-0.0009
ID_1933_1340	9	88052801	0.0369
ID_1934_4526	9	89416252	0.0147
ID_1935_4881	9	90653134	0.0636
ID_1936_4411	9	91779797	0.0527
ID_1937_1111	9	93115411	-0.0267
ID_1938_115	9	94474900	0.0326
ID_1939_868	9	94643077	0.1047
ID_1940_4210	9	95937161	-0.0154
ID_1941_26	9	96896847	0.0126
ID_1942_951	9	96998398	-0.0159
ID_1943_681	9	97227282	0.0737
ID_1944_5049	9	98440068	0.0192
ID_1945_2720	9	99457986	0.0194
ID_1946_2890	9	99510732	0.0808
ID_1947_1180	9	99757296	0.0356
ID_1948_2241	9	100935802	0.0391
ID_1949_2136	9	101592144	0.0425
ID_1950_2042	9	101631426	0.0496
ID_1951_1163	9	103216141	-0.0590
ID_1952_4890	9	104329816	0.1128
ID_1953_4643	9	105502635	0.0770
ID_1954_4053	9	106557525	0.0502
ID_1955_1348	9	107455155	0.0670
ID_1956_2677	9	107481146	0.0450
ID_1957_4760	9	108682217	0.0290
ID_1958_4892	9	109869389	-0.1430
ID_1959_1105	9	110725360	0.0306
ID_1960_1576	9	112580466	-0.0981
ID_1961_4604	9	113859319	0.1496
ID_1962_4476	9	114988609	0.0158
ID_1963_4332	9	116107266	-0.0713
ID_1964_847	9	117361514	-0.0201
ID_1965_4221	9	118554013	0.1281
ID_1966_4289	9	119311891	0.2267
ID_1967_1150	9	120500683	0.1090
ID_1968_2449	9	122935223	0.2073
ID_1969_3006	9	123129484	0.2442
ID_1970_424	9	124045027	0.2363
ID_1971_2634	9	124175604	0.1326
ID_1972_2774	9	125784717	0.2408
ID_1973_2144	9	125800366	0.2984
ID_1974_972	9	127507898	0.1444
ID_1975_5283	9	127695417	0.3694
ID_1976_5332	9	127780024	0.3213
ID_1977_1423	9	128298937	0.3384
ID_1978_462	9	128303632	0.3295
ID_1979_5663	9	128885525	0.1015
ID_1980_978	9	128903022	0.1600
ID_1981_2763	9	129814518	0.0347
ID_1982_5351	9	130452854	0.0650
ID_1983_377	9	130619007	0.0292
ID_1984_1245	9	132315788	0.0596
ID_1985_7047	9	132537193	0.1089
ID_1986_5325	9	132608415	-0.0384
ID_1987_5342	9	132652270	-0.0113
ID_1988_5318	9	132727594	0.0383
ID_1989_409	9	132891682	0.0808
ID_1990_2719	9	133092878	-0.0360
ID_1991_2700	9	133130379	0.0521
ID_1992_2419	9	133140711	0.0387
ID_1993_343	9	134919500	-0.0453
ID_1994_2211	9	135179420	0.1230
ID_1995_2552	9	135182020	0.0276
ID_1996_455	9	135202933	0.0851
ID_1997_720	9	135568147	0.1070
ID_1998_350	9	137282906	0.0269
ID_1999_2877	9	137504706	0.0415
ID_2000_12	9	137549973	-0.0136
ID_2001_2816	9	138519221	0.0846
ID_2002_2875	9	138514301	0.1438
ID_2003_564	9	138942077	0.1378
ID_2004_2824	9	139040636	0.1426
ID_2005_695	9	139134734	0.1051
ID_2006_5820	9	139158063	0.1267
ID_2007_5823	9	139270697	0.1798
ID_2008_5639	9	139508961	0.1632
ID_2009_5792	9	139651336	0.1571
ID_2010_5114	9	139654238	-0.0237
ID_2011_2426	9	139863448	0.0159
ID_2012_5692	9	139892252	0.1008
ID_2013_5718	9	140033459	0.1429
ID_2014_5762	9	140079190	0.0249
ID_2015_5573	10	143886	0.2969
ID_2016_2532	10	231668	0.3724
ID_2017_2166	10	230498	0.4391
ID_2018_2494	10	353317	-0.0333
ID_2019_5092	10	480757	0.4797
ID_2020_5538	10	510958	0.3902
ID_2021_230	10	590145	0.4687
ID_2022_563	10	669542	0.5436
ID_2023_1259	10	695494	0.4612
ID_2024_5821	10	718791	0.4509
ID_2025_5782	10	804635	0.5374
ID_2026_5828	10	838377	0.5502
ID_2027_5553	10	930160	0.3391
ID_2028_5683	10	1047995	0.3083
ID_2029_4920	10	2426102	0.3781
ID_2030_2722	10	3778729	0.3764
ID_2031_4260	10	4882857	0.3692
ID_2032_1607	10	6061089	0.3210
ID_2033_622	10	8096613	0.3133
ID_2034_4790	10	9183241	0.4919
ID_2035_4879	10	10131243	0.3144
ID_2036_4274	10	11259971	0.3832
ID_2037_1531	10	12227736	0.1635
ID_2038_5058	10	13567051	0.4396
ID_2039_4070	10	14623027	0.3023
ID_2040_5011	10	15569107	0.2621
ID_2041_367	10	16610591	0.3839
ID_2042_5371	10	16708588	0.4674
ID_2043_754	10	17258297	0.3518
ID_2044_1285	10	17299382	0.2997
ID_2045_1049	10	17637659	0.2502
ID_2046_4749	10	19023511	0.2859
ID_2047_4183	10	20304902	0.4437
ID_2048_1286	10	21443429	0.3829
ID_2049_783	10	21899206	0.2909
ID_2050_5292	10	22011354	0.3780
ID_2051_5337	10	22094279	0.3002
ID_2052_863	10	22633478	0.4619
ID_2053_1185	10	22833995	0.4009
ID_2054_4838	10	24141011	0.4182
ID_2055_4669	10	25215883	0.3167
ID_2056_4580	10	26138866	0.3176
ID_2057_5331	10	27122100	0.4061
ID_2058_5344	10	27222839	0.2359
ID_2059_46	10	27315262	0.4422
ID_2060_2459	10	28993449	0.3319
ID_2061_2649	10	29004695	0.3209
ID_2062_4501	10	30319281	0.3630
ID_2063_4699	10	31407755	0.3355
ID_2064_1250	10	32700504	0.0412
ID_2065_458	10	33184589	0.0647
ID_2066_1276	10	33545881	0.1696
ID_2067_5034	10	34970173	0.1504
ID_2068_1383	10	36093378	0.1894
ID_2069_4418	10	37131450	0.0763
ID_2070_2260	10	38286032	0.1164
ID_2071_3023	10	38349827	0.0269
ID_2072_60	10	42951328	0.0159
ID_2073_1107	10	44765961	-0.1217
ID_2074_2631	10	46658745	-0.3805
ID_2075_4787	10	46793454	-0.4426
ID_2076_4902	10	49416009	-0.0987
ID_2077_1312	10	50400670	-0.0744
ID_2078_2507	10	51204910	-0.0050
ID_2079_2488	10	51218801	-0.0095
ID_2080_1043	10	51996789	-0.2127
ID_2081_164	10	52508444	-0.0181
ID_2082_4336	10	53692787	-0.1143
ID_2083_4392	10	54738571	-0.0925
ID_2084_4378	10	55968256	-0.1237
ID_2085_4565	10	57135381	-0.1483
ID_2086_1235	10	58076108	-0.1090
ID_2087_4121	10	59415955	-0.0360
ID_2088_4348	10	60243232	-0.1600
ID_2089_606	10	61312284	-0.1064
ID_2090_1084	10	62078222	-0.1022
ID_2091_2502	10	62241759	0.1465
ID_2092_604	10	64210169	-0.0514
ID_2093_815	10	64307247	-0.1086
ID_2094_4494	10	65416114	-0.1674
ID_2095_4817	10	66551586	-0.0938
ID_2096_4467	10	67670349	-0.1579
ID_2097_4750	10	68716751	-0.1263
ID_2098_545	10	69876741	-0.0709
ID_2099_1057	10	71588504	-0.1858
ID_2100_1608	10	73264796	-0.1460
ID_2101_2314	10	74858424	-0.0704
ID_2102_76	10	75319028	-0.1351
ID_2103_2643	10	75516218	-0.1033
ID_2104_1401	10	76661389	-0.1090
ID_2105_4610	10	77967658	-0.0318
ID_2106_4627	10	78796813	-0.2474
ID_2107_4731	10	79980464	-0.0921
ID_2108_2517	10	80351461	-0.0544
ID_2109_4232	10	80787587	-0.2001
ID_2110_1108	10	82069195	-0.0323
ID_2111_1195	10	82180495	-0.2202
ID_2112_5053	10	83301105	-0.0864
ID_2113_4976	10	84454456	-0.1953
ID_2114_4493	10	85404796	-0.1082
ID_2115_4987	10	86407025	-0.0460
ID_2116_975	10	87328406	-0.1346
ID_2117_2004	10	89302296	-0.0967
ID_2118_349	10	89652163	-0.1423
ID_2119_1281	10	90548365	-0.1230
ID_2120_2664	10	90695663	-0.0107
